Date,EU_Trend,OF_Trend,OS_Trend,SF_Trend,USB_Trend,PLT_Trend,PLD_Trend,USDI_Price,USDI_Open,USDI_High,USDI_Low,USDI_Volume,USDI_Trend
1/29/2016,0,1,1,0,0,1,1,99.652,98.68,99.88,98.6,53800,1
2/1/2016,1,0,0,1,1,0,1,99.028,99.7,99.75,98.95,27830,0
2/2/2016,1,0,0,0,0,0,0,98.893,99.035,99.105,98.79,19630,0
2/3/2016,1,1,1,1,1,1,1,97.301,98.84,98.955,96.885,60540,0
2/4/2016,1,0,0,1,0,1,1,96.487,97.185,97.48,96.27,48430,0
2/5/2016,0,0,0,0,0,1,0,97.054,96.545,97.305,96.04,42340,1
2/8/2016,1,0,0,1,0,1,1,96.581,97.05,97.5,96.565,31570,0
2/9/2016,1,0,0,1,0,1,0,96.094,96.685,96.85,95.675,41040,0
2/10/2016,0,1,0,0,0,1,1,95.936,96.03,96.77,95.78,35600,0
2/11/2016,1,0,0,1,0,1,0,95.619,95.685,95.9,95.28,49090,0
2/12/2016,0,1,1,0,1,1,1,95.982,95.695,96.25,95.545,27580,1
2/16/2016,0,0,1,1,1,0,0,96.875,96.635,97,96.4,17320,1
2/17/2016,0,1,1,0,1,1,1,96.8,96.985,97.115,96.645,14190,0
2/18/2016,0,0,0,1,0,1,0,96.96,96.835,97.1,96.705,13500,1
2/19/2016,1,0,0,0,1,0,0,96.604,96.75,97.26,96.575,17970,0
2/22/2016,0,1,1,0,1,0,1,97.388,96.745,97.615,96.725,15600,1
2/23/2016,0,0,0,1,0,1,0,97.485,97.35,97.58,97.15,14120,1
2/24/2016,0,1,1,1,1,0,0,97.464,97.48,97.925,97.24,27970,0
2/25/2016,1,1,1,0,0,0,0,97.282,97.54,97.735,97.225,15810,0
2/26/2016,0,0,0,0,1,0,0,98.175,97.34,98.285,97.115,26710,1
2/29/2016,0,1,1,0,0,1,1,98.219,98.18,98.39,97.825,19930,1
3/1/2016,0,1,0,0,1,1,1,98.365,98.205,98.585,98.11,19340,1
3/2/2016,1,1,1,1,1,0,0,98.225,98.33,98.595,98.15,14510,0
3/3/2016,1,1,0,1,1,1,1,97.601,98.235,98.355,97.46,22220,0
3/4/2016,1,1,1,1,1,1,1,97.343,97.645,98.05,97.025,33760,0
3/7/2016,1,1,1,1,1,1,1,97.084,97.335,97.7,97.045,14490,0
3/8/2016,0,0,0,0,0,0,0,97.206,97.07,97.28,96.895,16220,1
3/9/2016,0,1,1,0,1,0,0,97.159,97.26,97.58,96.935,27940,0
3/10/2016,1,0,0,1,1,1,1,96.055,97.295,98.43,95.94,52910,0
3/11/2016,0,1,1,0,1,0,1,96.172,96.175,96.705,95.94,16880,1
3/14/2016,0,0,0,0,0,0,0,96.521,96.295,96.505,96.175,1290,1
3/15/2016,1,0,0,0,1,0,0,96.668,96.65,96.905,96.49,12480,1
3/16/2016,1,1,1,0,0,1,1,95.925,96.66,97.09,95.56,30940,0
3/17/2016,1,1,1,1,0,1,1,94.801,95.775,95.865,94.675,30540,0
3/18/2016,0,0,1,0,0,0,0,95.12,94.8,95.195,94.605,20390,1
3/21/2016,0,1,0,1,1,1,1,95.304,95.1,95.41,95.02,12490,1
3/22/2016,0,1,1,0,1,1,1,95.644,95.445,95.75,95.275,20350,1
3/23/2016,0,0,0,0,0,0,0,96.064,95.64,96.24,95.63,14470,1
3/24/2016,0,0,0,0,1,0,0,96.173,96.095,96.385,96.06,13120,1
3/28/2016,1,0,0,0,0,1,0,95.94,96.27,96.42,95.84,10600,0
3/29/2016,1,0,0,0,0,1,1,95.146,95.945,96.23,95.08,30020,0
3/30/2016,1,1,0,0,1,0,0,94.819,95.185,95.22,94.56,26870,0
3/31/2016,1,1,0,1,0,1,0,94.578,94.85,95.015,94.295,20680,0
4/1/2016,1,0,0,0,1,0,0,94.618,94.62,95.1,94.325,28250,1
4/4/2016,1,0,0,0,0,0,0,94.524,94.56,94.83,94.415,11470,0
4/5/2016,0,1,1,1,0,1,0,94.637,94.615,94.99,94.455,21140,1
4/6/2016,1,1,1,0,1,0,0,94.441,94.635,95.075,94.24,32360,0
4/7/2016,0,0,0,1,0,1,1,94.504,94.455,94.67,94.035,26250,1
4/8/2016,1,1,1,1,1,1,1,94.252,94.585,94.7,94.09,19260,0
4/11/2016,1,1,1,1,0,1,1,93.942,94.15,94.35,93.745,20710,0
4/12/2016,0,1,1,1,1,1,0,93.945,93.98,94.385,93.62,23990,0
4/13/2016,0,0,0,1,0,0,0,94.762,94.045,94.835,94,26030,1
4/14/2016,0,0,0,0,1,0,1,94.908,94.83,95.21,94.685,23230,1
4/15/2016,1,0,0,1,0,0,1,94.686,94.91,95.04,94.485,16300,0
4/18/2016,1,0,0,0,1,0,0,94.46,94.69,94.81,94.365,14290,0
4/19/2016,1,1,1,1,1,1,1,93.947,94.5,94.525,93.89,17530,0
4/20/2016,0,1,1,1,1,1,1,94.471,94.095,94.565,93.9,15590,1
4/21/2016,0,0,1,0,1,1,1,94.574,94.51,94.685,93.845,44400,1
4/22/2016,0,1,1,0,1,0,0,95.08,94.605,95.18,94.435,21340,1
4/25/2016,1,0,0,1,1,1,0,94.801,95.045,95.1,94.65,15040,0
4/26/2016,1,1,1,1,1,1,0,94.543,94.73,94.775,94.155,21390,0
4/27/2016,1,1,1,1,0,1,1,94.367,94.495,94.82,94.095,26140,0
4/28/2016,1,1,1,1,0,1,1,93.727,94.35,94.57,93.665,29790,0
4/29/2016,1,0,1,1,1,1,1,93.054,93.72,93.72,92.975,32880,0
5/2/2016,1,0,0,0,1,1,0,92.618,92.995,93.065,92.5,22400,0
5/3/2016,0,0,0,0,0,0,0,92.931,92.62,93.03,91.88,31400,1
5/4/2016,0,0,1,0,0,0,0,93.187,92.955,93.36,92.835,30460,1
5/5/2016,0,1,1,1,0,1,1,93.78,93.24,93.86,93.17,18220,1
5/6/2016,1,1,1,1,1,1,1,93.883,93.75,93.955,93.085,21440,1
5/9/2016,0,0,0,0,0,0,0,94.115,93.87,94.195,93.8,14010,1
5/10/2016,0,1,1,1,1,1,1,94.267,94.13,94.335,94.015,13360,1
5/11/2016,1,1,1,1,0,1,1,93.79,94.215,94.215,93.65,18920,0
5/12/2016,0,1,1,0,1,0,0,94.128,93.82,94.16,93.78,18760,1
5/13/2016,0,0,0,1,0,1,0,94.593,94.15,94.845,94.1,23160,1
5/16/2016,1,1,1,1,1,1,0,94.55,94.61,94.675,94.38,13130,0
5/17/2016,0,1,1,1,1,1,0,94.531,94.55,94.74,94.31,11830,0
5/18/2016,0,0,0,0,1,0,0,95.063,94.525,95.23,94.51,24260,1
5/19/2016,0,0,1,0,0,0,0,95.294,95.19,95.51,95.125,22690,1
5/20/2016,1,0,0,1,0,1,1,95.343,95.295,95.465,95.18,10920,1
5/23/2016,0,0,1,0,0,0,0,95.216,95.31,95.475,95.11,11760,0
5/24/2016,0,1,1,0,1,0,0,95.576,95.28,95.67,95.205,13640,1
5/25/2016,1,1,1,0,1,0,0,95.34,95.65,95.665,95.32,11330,0
5/26/2016,1,0,0,0,0,1,1,95.162,95.4,95.41,94.925,18580,0
5/27/2016,0,0,1,0,1,0,0,95.5,95.15,95.77,95.075,18430,1
5/31/2016,0,0,0,0,0,1,1,95.878,95.6,95.89,95.455,17720,1
6/1/2016,1,1,1,1,0,0,1,95.456,95.8,95.905,95.34,19510,0
6/2/2016,0,1,1,1,0,0,0,95.566,95.4,95.58,95.15,17540,1
6/3/2016,1,0,0,1,0,1,1,94.028,95.565,95.64,93.86,34590,0
6/6/2016,0,1,1,1,1,1,1,93.89,93.945,94.265,93.74,30340,0
6/7/2016,1,1,1,0,0,1,0,93.832,93.98,94.075,93.745,20410,0
6/8/2016,1,1,1,1,0,1,1,93.58,93.87,93.87,93.41,35800,0
6/9/2016,0,0,0,1,0,0,0,93.952,93.53,94.105,93.435,22650,1
6/10/2016,0,0,0,1,0,0,0,94.561,94.135,94.725,94.055,21510,1
6/13/2016,1,0,0,1,0,0,0,94.399,94.68,94.755,94.455,2300,0
6/14/2016,0,0,0,1,1,0,0,95.04,94.48,95.14,94.395,22520,1
6/15/2016,1,0,0,1,0,1,0,94.68,95.02,95.15,94.415,23620,0
6/16/2016,0,0,0,1,1,1,1,94.706,94.655,95.535,94.26,40520,1
6/17/2016,1,1,1,0,1,0,0,94.34,94.49,94.74,94.165,23070,0
6/20/2016,1,1,1,1,1,1,1,93.684,94.06,94.06,93.545,20690,0
6/21/2016,0,0,0,0,1,0,1,94.061,93.62,94.195,93.47,19210,1
6/22/2016,1,0,1,0,0,1,1,93.758,94.12,94.18,93.5,15470,0
6/23/2016,1,1,1,0,1,0,1,93.527,93.62,93.675,93.025,29250,0
6/24/2016,0,0,0,1,0,1,0,95.574,93.75,96.7,93.73,66050,1
6/27/2016,0,0,0,0,0,0,1,96.703,96.115,96.865,95.935,28570,1
6/28/2016,1,1,1,1,1,1,1,96.331,96.565,96.57,95.92,20690,0
6/29/2016,1,1,1,1,1,1,1,95.807,96.14,96.27,95.625,20240,0
6/30/2016,0,0,0,1,0,1,1,96.203,95.7,96.48,95.52,40030,1
7/1/2016,1,1,1,1,0,1,1,95.714,95.955,96.17,95.48,21140,0
7/5/2016,0,0,0,0,0,1,0,96.259,95.625,96.34,95.375,21410,1
7/6/2016,1,1,1,1,0,1,1,96.131,96.335,96.63,96.045,31230,0
7/7/2016,0,0,0,0,1,1,1,96.383,96.125,96.39,95.99,16060,1
7/8/2016,0,1,0,1,0,1,1,96.327,96.32,96.725,95.78,29460,0
7/11/2016,1,0,0,1,1,0,1,96.59,96.35,96.805,96.285,11610,1
7/12/2016,1,1,1,0,1,0,1,96.487,96.55,96.66,96.075,18970,0
7/13/2016,1,0,0,1,0,1,1,96.208,96.565,96.6,96.095,12260,0
7/14/2016,1,1,1,0,1,1,1,96.1,96.315,96.42,95.84,13960,0
7/15/2016,0,1,1,0,1,0,1,96.563,96.15,96.75,95.92,22810,1
7/18/2016,1,0,0,0,1,1,0,96.587,96.615,96.71,96.455,11290,1
7/19/2016,0,0,0,0,0,0,1,97.108,96.59,97.185,96.53,24230,1
7/20/2016,0,1,1,0,1,0,1,97.263,97.1,97.37,97.01,22250,1
7/21/2016,1,0,0,1,0,1,1,97.046,97.15,97.275,96.765,24810,0
7/22/2016,0,0,0,0,1,0,0,97.516,96.895,97.585,96.86,19030,1
7/25/2016,1,0,0,1,1,1,1,97.326,97.455,97.62,97.25,11320,0
7/26/2016,0,1,0,0,0,1,1,97.168,97.31,97.345,96.895,10590,0
7/27/2016,1,0,0,1,0,1,1,97.042,97.17,97.54,96.71,18210,0
7/28/2016,1,0,0,1,1,0,0,96.721,96.64,96.76,96.245,22980,0
7/29/2016,1,0,1,1,0,1,1,95.491,96.595,96.705,95.335,35780,0
8/1/2016,0,0,0,1,1,1,1,95.677,95.49,95.77,95.46,11370,1
8/2/2016,1,0,0,1,1,1,0,94.988,95.7,95.81,94.94,21500,0
8/3/2016,0,1,1,0,0,0,0,95.525,95.075,95.545,95.075,12680,1
8/4/2016,0,1,1,1,0,0,0,95.717,95.49,95.875,95.385,13790,1
8/5/2016,0,0,1,0,1,0,0,96.136,95.705,96.5,95.485,24120,1
8/8/2016,1,1,1,1,0,1,0,96.34,96.19,96.42,96.09,6380,1
8/9/2016,1,0,0,1,0,1,1,96.132,96.31,96.465,96.015,12050,0
8/10/2016,1,0,0,1,0,1,1,95.608,96.075,96.075,95.38,16390,0
8/11/2016,0,1,1,0,1,0,0,95.838,95.53,95.91,95.46,9070,1
8/12/2016,1,1,1,0,0,0,0,95.682,95.9,95.96,95.19,19040,0
8/16/2016,1,1,1,1,1,1,1,94.764,95.61,95.61,94.38,29140,0
8/17/2016,1,1,1,0,0,1,0,94.69,94.76,95.085,94.49,22950,0
8/18/2016,1,1,1,1,0,1,1,94.137,94.6,94.63,94.05,22340,0
8/19/2016,0,0,1,0,1,0,0,94.483,94.18,94.6,94.18,24050,1
8/22/2016,0,0,0,0,0,0,0,94.499,94.57,94.94,94.425,13920,1
8/23/2016,0,1,1,0,1,1,1,94.494,94.545,94.565,94.195,15640,0
8/24/2016,0,0,0,0,1,0,0,94.747,94.55,94.87,94.47,13900,1
8/25/2016,1,1,1,0,1,0,1,94.743,94.76,94.8,94.555,7780,0
8/26/2016,0,1,0,1,1,0,1,95.542,94.675,95.585,94.2,41260,1
8/29/2016,0,0,0,1,0,1,1,95.543,95.55,95.805,95.445,17790,0
8/30/2016,0,0,0,0,1,0,0,96.041,95.52,96.125,95.505,20770,1
8/31/2016,1,0,0,1,1,0,0,96.012,95.99,96.25,95.895,23730,0
9/1/2016,1,0,0,1,0,0,0,95.66,96.015,96.245,95.595,19220,0
9/2/2016,0,1,1,1,1,1,1,95.844,95.65,95.965,95.175,34950,1
9/6/2016,1,0,1,1,0,1,1,94.823,95.775,95.855,94.755,26760,0
9/7/2016,0,1,1,0,1,0,0,94.951,94.82,95.05,94.675,16520,1
9/8/2016,1,1,1,0,1,0,0,95.051,94.99,95.135,94.44,33160,1
9/9/2016,0,0,0,0,1,0,0,95.328,94.975,95.58,94.82,30820,1
9/12/2016,1,1,1,0,0,0,0,95.088,95.315,95.45,94.925,31110,0
9/13/2016,0,0,0,1,1,0,0,95.645,95.095,95.675,95.08,25800,1
9/14/2016,1,0,0,1,0,0,1,95.322,95.55,95.66,95.195,29840,0
9/15/2016,0,1,1,1,1,0,1,95.283,95.34,95.56,95.055,15650,0
9/16/2016,0,0,0,0,0,0,1,96.105,95.26,96.12,95.235,14900,1
9/19/2016,1,1,1,1,1,1,1,95.77,96.03,96.045,95.79,670,0
9/20/2016,0,0,1,1,0,1,0,95.976,95.775,95.985,95.525,16020,1
9/21/2016,1,1,1,1,0,1,1,95.665,95.945,96.305,95.32,29370,0
9/22/2016,1,1,1,1,0,1,1,95.381,95.455,95.49,94.95,24310,0
9/23/2016,1,0,0,0,1,0,1,95.392,95.31,95.605,95.28,16220,1
9/26/2016,1,1,1,0,0,0,0,95.21,95.39,95.445,95.02,10780,0
9/27/2016,0,0,0,0,0,0,1,95.312,95.25,95.58,95.145,13880,1
9/28/2016,1,1,1,1,1,1,1,95.336,95.39,95.66,95.285,14830,1
9/29/2016,1,1,1,1,0,0,1,95.472,95.315,95.625,95.245,16750,1
9/30/2016,1,0,1,0,1,1,1,95.385,95.47,95.895,95.25,32730,0
10/3/2016,0,1,1,0,1,0,0,95.587,95.435,95.735,95.39,15630,1
10/4/2016,0,0,1,0,1,0,0,96.125,95.665,96.39,95.66,42190,1
10/5/2016,1,1,1,0,1,0,0,96.114,96.08,96.31,95.94,23770,0
10/6/2016,0,1,1,0,1,0,0,96.772,96.135,96.785,96.115,26140,1
10/7/2016,1,0,0,1,0,0,1,96.654,96.85,97.215,96.405,49510,0
10/10/2016,0,1,1,1,1,0,1,96.933,96.52,96.965,96.485,16360,1
10/11/2016,0,0,0,0,1,0,0,97.692,96.93,97.745,96.93,29650,1
10/12/2016,0,0,0,1,1,0,1,97.962,97.52,98.05,97.475,31660,1
10/13/2016,1,1,1,0,0,0,0,97.518,98,98.12,97.51,28200,0
10/14/2016,0,0,0,0,1,1,1,97.997,97.63,98.1,97.52,26260,1
10/17/2016,1,0,0,1,0,1,0,97.878,98.12,98.15,97.8,15360,0
10/18/2016,0,1,1,1,0,1,1,97.897,97.78,97.965,97.6,16770,1
10/19/2016,0,1,1,1,1,0,0,97.94,97.91,97.975,97.655,17940,1
10/20/2016,0,0,0,0,1,0,0,98.314,97.885,98.4,97.655,32380,1
10/21/2016,0,1,1,0,0,1,0,98.686,98.3,98.795,98.3,20050,1
10/24/2016,0,0,0,1,1,1,1,98.752,98.68,98.825,98.54,15330,1
10/25/2016,1,0,0,1,0,1,1,98.682,98.75,99.09,98.585,23460,0
10/26/2016,1,0,0,0,1,0,0,98.611,98.71,98.815,98.315,22720,0
10/27/2016,0,1,1,1,1,1,0,98.879,98.6,99.005,98.485,20810,1
10/28/2016,1,0,0,1,0,1,1,98.342,98.905,98.92,98.225,23970,0
11/1/2016,1,0,0,1,1,1,1,97.697,98.39,98.46,97.62,25450,0
11/2/2016,1,0,0,1,0,1,1,97.414,97.77,97.795,97.175,27790,0
11/3/2016,1,0,0,0,1,1,0,97.196,97.44,97.48,97.07,24230,0
11/4/2016,1,0,0,1,0,1,1,97.088,97.225,97.38,96.94,18870,0
11/7/2016,0,1,1,0,0,1,1,97.793,97.34,97.885,97.245,19690,1
11/8/2016,0,0,0,1,1,1,1,97.86,97.79,97.99,97.56,18010,1
11/9/2016,0,1,1,1,1,0,1,98.529,98.08,98.695,95.905,88380,1
11/10/2016,0,0,0,1,1,0,1,98.774,98.535,99.08,98.32,39890,1
11/14/2016,0,0,1,0,1,0,1,100.12,99.135,100.24,99.1,54250,1
11/15/2016,0,1,1,1,0,1,1,100.25,99.81,100.28,99.475,43940,1
11/16/2016,0,0,0,0,0,1,1,100.438,100.07,100.6,99.915,43020,1
11/17/2016,0,0,0,0,1,0,1,100.946,100.285,101.01,99.98,55290,1
11/18/2016,0,1,1,0,1,0,0,101.283,101.07,101.54,100.89,57290,1
11/21/2016,1,1,1,1,0,1,0,101.113,101.4,101.51,100.81,41840,0
11/22/2016,0,1,1,1,1,0,1,101.106,100.835,101.37,100.71,33990,0
11/23/2016,0,0,1,0,1,0,0,101.759,101.105,101.96,100.96,43010,1
11/25/2016,1,0,0,1,0,0,1,101.546,101.84,101.97,101.245,31660,0
11/28/2016,1,1,1,1,0,1,1,101.368,101.43,101.63,100.675,46060,0
11/29/2016,1,0,0,1,0,0,1,100.949,101.27,101.69,100.94,38830,0
11/30/2016,0,1,1,0,1,0,1,101.539,100.98,101.88,100.92,45370,1
12/1/2016,1,1,1,0,1,1,0,101.099,101.56,101.615,100.95,35280,0
12/2/2016,1,1,1,1,0,1,0,100.861,100.95,101.175,100.705,41180,0
12/5/2016,1,1,0,0,1,1,1,100.112,101.555,101.8,99.87,80450,0
12/6/2016,0,0,0,1,0,0,0,100.53,100.18,100.615,100.01,32300,1
12/7/2016,1,0,0,1,0,1,0,100.268,100.57,100.63,100.18,26700,0
12/8/2016,0,1,1,0,1,0,1,101.125,100.24,101.275,99.49,75790,1
12/9/2016,0,1,1,0,1,0,0,101.62,101.15,101.77,101.04,30120,1
12/12/2016,1,1,1,1,0,1,0,101.049,101.645,101.82,100.86,38200,0
12/13/2016,0,1,1,0,0,1,1,101.107,100.97,101.195,100.785,36790,1
12/14/2016,0,0,0,1,1,0,1,101.77,101.05,102.345,100.75,66530,1
12/15/2016,0,1,1,0,1,0,0,103.053,102.48,103.565,102.16,57740,1
12/16/2016,1,1,1,1,0,1,0,102.954,103.13,103.27,102.62,13420,0
12/19/2016,0,0,1,0,0,0,0,102.9,102.815,103.11,102.545,1220,0
12/20/2016,0,1,1,0,1,1,0,103.288,103.09,103.625,102.975,29630,1
12/21/2016,1,0,1,0,0,0,0,103.029,103.285,103.375,102.75,21100,0
12/22/2016,1,1,1,0,1,0,0,103.096,102.97,103.15,102.59,22640,1
12/23/2016,1,1,1,0,0,0,0,103.002,103.095,103.205,102.86,11980,0
12/27/2016,1,1,1,1,1,1,1,103.007,103.055,103.14,102.97,8160,0
12/28/2016,0,1,0,1,0,0,0,103.244,102.98,103.575,102.86,19850,1
12/29/2016,1,0,1,1,0,1,1,102.711,103.195,103.21,102.65,31940,0
12/30/2016,1,1,1,0,0,0,1,102.286,102.24,102.63,101.95,38080,0
1/3/2017,0,0,0,1,1,1,1,103.201,102.815,103.815,102.625,51700,1
1/4/2017,1,1,1,0,0,1,1,102.709,103.35,103.42,102.385,36180,0
1/5/2017,1,1,1,1,0,1,0,101.528,102.065,102.5,101.295,60270,0
1/6/2017,0,1,0,0,1,0,1,102.209,101.54,102.3,101.395,38070,1
1/9/2017,1,0,0,1,0,1,0,101.909,102.245,102.49,101.845,31020,0
1/10/2017,0,0,0,1,1,0,1,101.996,101.85,102.09,101.485,33330,1
1/11/2017,1,1,1,0,0,0,0,101.747,102.015,102.96,101.24,74590,0
1/12/2017,1,1,1,0,0,1,1,101.377,101.72,101.77,100.7,54030,0
1/13/2017,1,0,0,1,1,1,0,101.188,101.52,101.68,100.83,38030,0
1/17/2017,1,0,1,1,0,0,1,100.32,101.56,101.615,100.235,61480,0
1/18/2017,0,0,0,1,1,0,0,100.918,100.33,101.335,100.315,39870,1
1/19/2017,1,1,1,0,1,0,1,101.144,101.36,101.71,100.955,53380,1
1/20/2017,1,1,1,1,0,1,1,100.69,101.195,101.485,100.675,40550,0
1/23/2017,1,0,1,1,0,0,0,100.13,100.75,100.75,99.92,40270,0
1/24/2017,0,1,1,1,1,1,1,100.339,99.98,100.395,99.885,29390,1
1/25/2017,1,0,1,0,1,0,0,100.019,100.24,100.395,99.815,28270,0
1/27/2017,1,0,0,1,0,1,1,100.526,100.515,100.81,100.31,30570,1
1/30/2017,0,0,0,0,1,1,0,100.414,100.43,101.015,100.145,38520,0
1/31/2017,1,1,1,1,0,1,1,99.481,100.39,100.505,99.4,57720,0
2/1/2017,0,1,1,0,1,1,1,99.608,99.58,100.06,99.48,42200,1
2/2/2017,0,0,1,0,0,0,0,99.788,99.56,99.84,99.195,40680,1
2/3/2017,1,1,1,0,0,1,0,99.842,99.825,100.37,99.52,49520,1
2/6/2017,0,0,0,1,0,1,1,99.865,99.7,100.225,99.605,27450,1
2/7/2017,0,0,0,1,0,0,0,100.245,99.96,100.695,99.91,38830,1
2/8/2017,1,1,1,0,0,1,1,100.264,100.435,100.63,100.03,31540,1
2/9/2017,0,1,1,0,1,0,1,100.647,100.24,100.67,100.075,33570,1
2/10/2017,0,1,1,1,1,0,1,100.791,100.685,101.015,100.56,34600,1
2/13/2017,0,0,0,0,1,0,0,100.95,100.79,101.11,100.57,23850,1
2/14/2017,0,1,1,1,1,1,1,101.233,100.95,101.385,100.7,38110,1
2/15/2017,1,0,0,1,1,1,1,101.164,101.315,101.75,100.975,42910,0
2/16/2017,1,0,1,1,0,1,1,100.43,100.935,101.045,100.4,41900,0
2/17/2017,0,1,0,0,0,0,0,100.951,100.495,100.96,100.44,27270,1
2/21/2017,0,1,1,0,0,0,1,101.355,101.08,101.61,101.075,28830,1
2/22/2017,1,0,0,0,0,1,0,101.194,101.36,101.715,101.155,38970,0
2/23/2017,1,1,1,1,0,1,1,101.053,101.35,101.435,100.855,32820,0
2/24/2017,0,0,0,1,0,1,0,101.09,101.04,101.15,100.64,35990,1
2/27/2017,1,0,1,1,1,1,1,101.129,101.155,101.28,100.68,24660,1
2/28/2017,0,0,0,0,1,0,0,101.129,101.2,101.38,100.775,31150,0
3/1/2017,0,1,0,1,1,0,1,101.78,101.475,101.98,101.22,54890,1
3/2/2017,0,0,0,0,1,0,0,102.204,101.81,102.27,101.79,30510,1
3/3/2017,1,1,1,0,1,1,0,101.548,102.08,102.165,101.335,61010,0
3/6/2017,0,1,0,1,1,0,1,101.645,101.44,101.74,101.225,38660,1
3/7/2017,0,0,0,0,1,0,1,101.805,101.74,101.905,101.52,20650,1
3/8/2017,0,0,0,0,1,0,0,102.076,101.76,102.185,101.705,51020,1
3/9/2017,1,0,0,0,1,0,0,101.853,102.15,102.25,101.7,31010,0
3/10/2017,1,0,0,0,0,1,0,101.247,101.945,101.98,101.18,18210,0
3/13/2017,0,0,1,0,1,0,1,101.31,101.28,101.4,101.03,1620,1
3/14/2017,0,0,1,0,0,0,0,101.574,101.285,101.66,101.215,22530,1
3/15/2017,1,1,1,0,0,1,1,100.575,101.57,101.59,100.32,47710,0
3/16/2017,1,0,0,1,1,0,1,100.185,100.345,100.58,100.045,36550,0
3/17/2017,0,1,0,1,0,1,1,100.115,100.065,100.28,99.97,23350,0
3/20/2017,1,0,0,0,0,1,1,100.234,100.11,100.265,99.835,19260,1
3/21/2017,1,0,0,1,0,0,1,99.614,100.175,100.18,99.46,33890,0
3/22/2017,0,0,1,0,0,0,1,99.468,99.5,99.725,99.34,30150,0
3/23/2017,0,0,0,1,1,1,1,99.563,99.585,99.665,99.435,23580,1
3/24/2017,1,1,1,1,1,1,1,99.442,99.57,99.815,99.355,22920,0
3/27/2017,1,0,0,1,0,0,0,98.973,99.335,99.335,98.67,31750,0
3/28/2017,0,1,1,1,1,0,0,99.549,99.055,99.62,98.92,26360,1
3/29/2017,0,1,1,0,0,1,0,99.836,99.56,99.965,99.495,25950,1
3/30/2017,0,1,1,0,1,0,1,100.285,99.85,100.465,99.795,28860,1
3/31/2017,0,0,1,1,0,1,1,100.218,100.34,100.505,100.115,25570,0
4/3/2017,1,1,0,0,0,1,1,100.412,100.405,100.56,100.235,19240,1
4/4/2017,1,1,1,1,1,1,1,100.426,100.34,100.605,100.3,15960,1
4/5/2017,0,1,0,0,0,1,1,100.441,100.415,100.99,100.305,26550,1
4/6/2017,0,1,1,0,1,0,0,100.57,100.37,100.67,100.285,18130,1
4/7/2017,0,1,1,0,1,0,0,101.117,100.645,101.185,100.4,37150,1
4/10/2017,1,1,1,0,0,0,0,100.952,101.12,101.265,100.87,21830,0
4/11/2017,1,1,1,1,0,1,1,100.622,100.9,101.005,100.51,24420,0
4/12/2017,1,0,0,1,0,1,0,100.711,100.595,100.76,100.01,22390,1
4/13/2017,0,1,1,1,0,1,0,100.463,100.03,100.5,99.93,22780,0
4/17/2017,1,0,0,0,1,0,0,100.194,100.405,100.465,99.91,14990,0
4/18/2017,1,0,0,0,0,0,0,99.404,100.24,100.31,99.365,26520,0
4/19/2017,0,0,0,0,1,0,1,99.638,99.455,99.785,99.415,17790,1
4/20/2017,1,1,0,0,1,1,1,99.685,99.7,99.76,99.29,22300,1
4/21/2017,1,0,0,0,1,0,0,99.88,99.75,99.935,99.56,23080,1
4/24/2017,1,0,0,0,1,0,1,98.973,99.18,99.24,98.7,30220,0
4/25/2017,1,1,1,0,1,0,1,98.648,98.965,99.1,98.565,26510,0
4/26/2017,0,0,0,0,0,0,1,98.92,98.725,99.205,98.605,32960,1
4/27/2017,0,0,1,0,0,0,1,98.955,98.855,99.21,98.69,40180,1
4/28/2017,1,1,0,0,0,1,1,98.898,99.07,99.125,98.58,26320,0
5/1/2017,1,0,0,0,1,0,0,98.93,98.93,99.07,98.735,17670,1
5/2/2017,1,0,0,1,0,0,0,98.829,98.93,99.085,98.775,19830,0
5/3/2017,0,1,0,0,1,0,0,99.082,98.77,99.27,98.75,27170,1
5/4/2017,1,0,0,0,1,1,1,98.647,99.23,99.34,98.56,31360,0
5/5/2017,1,1,1,1,0,1,1,98.528,98.63,98.895,98.41,24980,0
5/8/2017,0,1,1,1,1,0,0,98.936,98.37,99.055,98.355,29510,1
5/9/2017,0,0,0,0,1,0,0,99.544,99.02,99.565,98.96,29650,1
5/10/2017,0,1,1,1,1,1,1,99.559,99.34,99.605,99.25,21260,1
5/11/2017,0,1,1,1,0,1,0,99.505,99.565,99.765,99.375,18320,0
5/12/2017,1,1,1,1,0,1,1,99.131,99.53,99.585,99.035,24670,0
5/15/2017,1,1,1,1,1,1,0,98.801,99.06,99.14,98.67,18480,0
5/16/2017,1,0,0,1,0,1,0,97.998,98.76,98.77,97.97,32800,0
5/17/2017,1,1,1,1,0,1,0,97.462,97.99,98.01,97.33,29340,0
5/18/2017,0,1,1,0,1,0,0,97.772,97.41,97.97,97.275,46220,1
5/19/2017,1,1,1,1,1,1,0,97.03,97.715,97.74,96.965,26380,0
5/22/2017,1,1,1,1,1,1,0,96.881,97.03,97.335,96.7,24310,0
5/23/2017,0,1,1,1,1,0,1,97.264,96.83,97.32,96.705,34010,1
5/24/2017,1,0,0,0,0,1,0,97.147,97.32,97.375,96.945,31820,0
5/25/2017,0,0,0,0,1,0,1,97.176,96.9,97.205,96.805,21260,1
5/26/2017,0,1,1,1,0,1,1,97.364,97.15,97.465,96.965,24100,1
